inspection_id,dba_name,aka_name,license_,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location
2456447,WISEGUYS PIZZA,WISEGUYS PIZZA,1898379.0,Restaurant,Risk 1 (High),3822 W 111TH ST ,CHICAGO,IL,60655.0,2020-11-09T00:00:00.000,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN EMPLOYEE WASHROOM. INSTRUCTED ALL WASHROOMS USED BY FEMALES MUST HAVE A COVERED RECEPTACLE FOR SANITARY NAPKINS",41.69143387477342,-87.71646546723338,"{'type': 'Point', 'coordinates': [41.69143387477342, -87.71646546723338]}"
2456412,ISLAND FISH & CHICKEN,ISLAND FISH & CHICKEN,2757798.0,Restaurant,Risk 2 (Medium),6701 S RACINE AVE ,CHICAGO,IL,60636.0,2020-11-09T00:00:00.000,License,Pass,,41.77224374332345,-87.65416114140606,"{'type': 'Point', 'coordinates': [41.77224374332345, -87.65416114140606]}"
2456417,DONI DESSERT AND PASTRY,DONI DESSERT AND PASTRY,2641807.0,Bakery,Risk 2 (Medium),3051 S ARCHER AVE ,CHICAGO,IL,60608.0,2020-11-09T00:00:00.000,Canvass,Out of Business,,41.839134768022106,-87.66289437585073,"{'type': 'Point', 'coordinates': [41.839134768022106, -87.66289437585073]}"
2456392,"LA MICHOACANA DEL PANDA, INC.",LA MICHOACANA,2511196.0,Restaurant,Risk 1 (High),1855 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0,2020-11-09T00:00:00.000,Canvass,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: 2-101.11 OBSERVED THE PIC WITHOUT THE CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. INSTRUCTED TO MEET REQUIREMENT. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11 OBSERVED NO CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE WHILE TIME/TEMPERATURE CONTROL FOR SAFETY FOODS (HAM) ARE BEING PREPARED, HANDLED AND SOLD TO THE PUBLIC. INSTRUCTED TO ALWAYS HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-012. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO ADEQUATE SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND DIARRHEA EVENTS THAT CAN POTENTIALLY OCCUR INSIDE OF THE FACILITY. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005.NO CITATION ISUED | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 UNABLE TO LOCATE THE BACK FLOW PREVENTION DEVICE ON THE ICE MACHINE. INSTRUCTED TO LOCATE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED TWO FEMALE EMPLOYEES WITHOUT FOOD HANDLERS CERTIFICATES. INSTRUCTED TO MEET REQUIREMENT. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 OBSERVED NO ALLERGEN TRAINING CERTIFICATES ON SITE. INSTRUCTED TO PROVIDE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: 8-404.13(B:4) OBSERVED PREVIOUS CORE VIOLATION NOT CORRECTED FROM INSPECTION REPORT #2290461 DATED 5/24/19; 37  3-602.11(A; B:1-4,6,7; C; D): **C** Food Labels OBSERVED PRE-PACKAGED FOODS CHIPS, AND CANDY ETC. FOR RETAIL SALE WITHOUT ANY LABELS, INSTRUCTED ON PROPER LABELING, COMMON NAME, INGREDIENTS, QUALITY OF CONTENTS NAME AND ADDRESS OF BUSINESS. INSTRUCTED TO CORRECT PREVIOUS CORE VIOLATION. PRIORITY FOUNDATION. CITATION ISSUED 7-42-090.",41.85644455872544,-87.66219444234406,"{'type': 'Point', 'coordinates': [41.85644455872544, -87.66219444234406]}"
2456433,DUNKIN DONUTS,DUNKIN DONUTS,1903388.0,Restaurant,Risk 2 (Medium),6237 S HALSTED PKWY ,CHICAGO,IL,60621.0,2020-11-09T00:00:00.000,Short Form Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  MUST CLEAN DEBRIS BUILD UP FROM UNUSED EQUIPMENT STORED IN REAR AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: Violation Codes: 6-201.17 Inspector Comments: MUST CLEAN DEAD INSECTS FROM LIGHT SHIELDS THROUGHOUT.",,,
2456414,VITALIDEX CORP.,VITALIDEX,2278738.0,HEALTH CARE STORE,Risk 2 (Medium),7042 W HIGGINS AVE ,CHICAGO,IL,60656.0,2020-11-09T00:00:00.000,Canvass,Out of Business,,41.98053763600109,-87.80378149417996,"{'type': 'Point', 'coordinates': [41.98053763600109, -87.80378149417996]}"
2456409,III FORKS #425,III FORKS,2003503.0,Restaurant,Risk 1 (High),180 N FIELD BLVD ,CHICAGO,IL,60601.0,2020-11-09T00:00:00.000,Non-Inspection,No Entry,,41.885504343975974,-87.6175507807259,"{'type': 'Point', 'coordinates': [41.885504343975974, -87.6175507807259]}"
2456459,TACO MAX MEXICAN GRILL,TACO MAX MEXICAN GRILL,2699082.0,Restaurant,Risk 1 (High),3402 W MONTROSE AVE ,CHICAGO,IL,60618.0,2020-11-09T00:00:00.000,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED EMPLOYEE HAND WASHING SIGNS MISSING AT HAND SINKS THROUGHOUT ESTABLISHMENT. MUST PROVIDE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED FOOD SPLATTERS INSIDE OF MICROWAVE. MUST CLEAN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED EMPLOYEE BATHROOM DOOR IN REAR NOT SELF CLOSING. INSTRUCTED TO PROVIDE A SELF CLOSING DEVICE ON DOOR TO PREVENT ANY OBNOXIOUS ODORS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CRATES AND CARD BOARD BOXES IN REAR OF ESTABLISHMENT. MUST REMOVE AND CLEAN AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED MINOR GREASE BUILD UP ON VENTILATION HOOD. MUST CLEAN AND MAINTAIN TO PREVENT GREASE FROM DRIPPING ONTO FOOD.",41.961237630038035,-87.71328438033805,"{'type': 'Point', 'coordinates': [41.961237630038035, -87.71328438033805]}"
2456436,EL TAINO RESTAURANT,EL TAINO RESTAURANT,2475911.0,Restaurant,Risk 1 (High),3259 W 63RD ST ,CHICAGO,IL,60629.0,2020-11-09T00:00:00.000,Non-Inspection,No Entry,,41.77882757627881,-87.70543426650146,"{'type': 'Point', 'coordinates': [41.77882757627881, -87.70543426650146]}"
2456448,FAMILY DOLLAR STORE # 7612,FAMILY DOLLAR STORE # 7612,1766657.0,Grocery Store,Risk 3 (Low),7927 S ASHLAND AVE ,CHICAGO,IL,60620.0,2020-11-09T00:00:00.000,Complaint Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Inspector Comments: Violation Codes: 4-501.11 Inspector Comments: MUST REPAIR OR REPLACE WORN DOOR GASKETS ON 3- DOOR REACH IN COOLER(PKG LUNCH MEATS) | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: Violation Codes: 6-501.114 Inspector Comments: MUST ELEVATE,REMOVE AND ORGANIZE MASSIVE AMOUNT OF ARTICLES FROM REAR STORAGE AREA.",41.74952873426382,-87.66327188495607,"{'type': 'Point', 'coordinates': [41.74952873426382, -87.66327188495607]}"
2456403,EDENS FAST FOOD,EDENS FAST FOOD,1070144.0,Restaurant,Risk 1 (High),6045 N CICERO AVE ,CHICAGO,IL,60646.0,2020-11-09T00:00:00.000,Complaint Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RUST ON THE WIRE STORAGE RACKS IN THE WALK-IN COOLER. MANAGEMENT INSTRUCTED TO REMOVE RUST AND REPAINT OR REPLACE THE SHELVES AND TO MAINTAIN.",41.99121509458988,-87.7481797085626,"{'type': 'Point', 'coordinates': [41.99121509458988, -87.7481797085626]}"
2456454,Hearth and Crust Restaurant,Hearth and Crust Restaurant,2464729.0,Restaurant,Risk 1 (High),3608 W Irving Park RD ,CHICAGO,IL,60618.0,2020-11-09T00:00:00.000,Canvass,Pass w/ Conditions,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED MISSING EMPLOYEE HAND WASHING SIGNAGE AT BAR AND FRONT PREP HAND SINKS. MUST PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO VISIBLE BACK FLOW PREVENTER DEVICE ON ESPRESSO MACHINE WATER LINE. MUST INSTALL.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOOSE FAUCET AT HAND WASHING SINK IN MEN'S BATHROOM. MUST REPAIR. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION NOT CORRECTED FROM 10/10/2019, REPORT #2315649.   #58-NO FOOD ALLERGEN TRAINING CERTIFICATES ON PREMISES. INSTRUCTED ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS MUST HAVE FOOD ALLERGEN TRAINING CERTIFICATES ON PREMISES. PRIORITY FOUNDATION VIOLATION. 7-42-090. CITATION ISSUED.",41.95387754108717,-87.718238078095,"{'type': 'Point', 'coordinates': [41.95387754108717, -87.718238078095]}"
2456408,PAMPANEAS CUISINE FILIPINO RESTAURANT,PAMPANGA'S CUISINE FILIPINO RESTAURANT,3933.0,Restaurant,Risk 1 (High),6407 N CALDWELL AVE ,CHICAGO,IL,60646.0,2020-11-09T00:00:00.000,Non-Inspection,No Entry,,41.99753275826797,-87.76690073937311,"{'type': 'Point', 'coordinates': [41.99753275826797, -87.76690073937311]}"
2456398,CHUCK 'E' CHEESE,CHUCK 'E' CHEESE,41894.0,Restaurant,Risk 1 (High),1730 W FULLERTON AVE ,CHICAGO,IL,60614.0,2020-11-09T00:00:00.000,Canvass,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: EXCESS BLACK SLIME SUBSTANCE AT INTERIOR WATER RESERVOIR AND FRONT PANELS OF INTERIOR OF ICE MACHINE (INTERIOR TOP AND BIN), SLIME DRIPPING ON ICE CUBES WHICH ICE IS USED FOR HUMAN CONSUMPTION. ALSO EXCESS BLACK SLIME AT ICE CHUTE OF UNUSED SELF SERVE ICE MACHINE IN DINING ROOM. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN UNITS. PRIORITY FOUNDATION VIOLATION:7-38-005, CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CAN OPENER STORED ON FLOOR UNDER FLOUR BAGS,INSTRUCTED TO WASH RINSE AND SANITIZE AND STORE ITMES ON SHELVES. ICE SCOOP STORED ON TOP THE ICE MACHINE AND AN ENCLOSED ICE SCOOP HANGED ON WALL BY THE ICE MACHINE,PROVIDE AN ENCLOSED ICE SCOOPS FOR PROPER STORAGE. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments:  NO CHLORINE CHEMICAL TEST STRIPS ON SITE TO CHECK SANITIZING LEVELS FOR THE LOW TEMP DISH MACHINE.MUST PROVIDE CHLORINE TEST STRIPS.  PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED.      | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED EXPANDING SPRAY FOAM USED AS A SEALANT FOR OPENINGS AROUND FLOOR PIPING BY THE SODA BOXES IN STORAGE AREA. MUST REMOVE TO BE SMOOTH AND CLEANABLE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM 2-14-2019,REPORT #2261977  #57) 2-102.13 OBSERVED FOOD HANDLER REQUIREMENTS NOT MET. INSTRUCTED MANAGER TO ENSURE ALL FOOD HANDLERS HAVE THE ILLINOIS FOOD HANDLER CARDS. MAINTAIN AT ALL TIMES.  #57) 2-102.13 OBSERVED ALLERGEN AWARENESS CERTIFICATE NOT MAINTAINED. INSTRUCTED MANAGER TO OBTAIN ALLERGEN AWARENESS CERTIFICATES. PRIORITY FOUNDATION VIOLATION:7-42-090,CITATION ISSUED",41.92521232759425,-87.67192542513618,"{'type': 'Point', 'coordinates': [41.92521232759425, -87.67192542513618]}"
2456413,SIDEBAR,SIDEBAR GRILLE,1618719.0,Restaurant,Risk 1 (High),221 N LA SALLE ST ,CHICAGO,IL,60601.0,2020-11-09T00:00:00.000,Canvass,Out of Business,,41.886308567767294,-87.63231875970524,"{'type': 'Point', 'coordinates': [41.886308567767294, -87.63231875970524]}"
2456426,MCDONALD'S RESTAURANT,MCDONALD'S RESTAURANT,1225984.0,Restaurant,Risk 2 (Medium),6125 N MILWAUKEE AVE ,CHICAGO,IL,60646.0,2020-11-09T00:00:00.000,Canvass,Pass w/ Conditions,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND PAPERTOWELS AT HAND SINK IN THE (MAIN PREP LINE) WHILE FOOD EMPLOYEES WERE ACTIVELY PREPPING FOODS.MANAGEMENT INSTRUCTED TO PROVIDE AND MAINTAIN PAPER TOWELS AT ALL HAND WASHING SINKS AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-030(C), CITATION ISSUED. (COS)  | 40. PERSONAL CLEANLINESS - Comments: OBSERVED MALE MANAGER NOT WEARING A HAIR RESTRAINT WHILE WORKING AROUND OPEN FOODS.MUST PROVIDE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN THE FOOD DEBRIS SPILLAGE ON THE FROZEN DESSERT UNIT AT FRONT PREP AREA AND TO MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE REAR UTILITY MOP SINK AREA AND INSIDE STORAGE CLOSET AND ELEVATE BROOMS,DUST PANS CLEANING EQUIPMENTS OFF THE FLOOR AT LEAST 6' INCHES AND TO MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOOR DRAIN UNDERNEATH THE 3-COMPARTMENT SINK AREA TO REMOVE BUILD-UP DEBRIS.",41.9928754427605,-87.78352148458839,"{'type': 'Point', 'coordinates': [41.9928754427605, -87.78352148458839]}"
2456378,"SNACK 4 LESS, INC.","SNACK 4 LESS, INC.",2404881.0,Grocery Store,Risk 2 (Medium),1144 W WILSON AVE ,CHICAGO,IL,60640.0,2020-11-06T00:00:00.000,Canvass,Out of Business,,41.96548448947964,-87.65933488322489,"{'type': 'Point', 'coordinates': [41.96548448947964, -87.65933488322489]}"
2456348,GEORGIS CATERING,GEORGIS CATERING,69016.0,Restaurant,Risk 1 (High),6339 S CENTRAL AVE ,CHICAGO,IL,60638.0,2020-11-06T00:00:00.000,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXCESSIVE ICE BUILD UP ON CONDENSOR AND SHELVES IN WALK-IN FREEZER. INSTD TO REMOVE ICE AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MISSING FLOOR TILES IN TOILET ROOM. INSTD TO REPLACE AND MAINTAIN | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: LIGHT OUT IN BASEMENT STAIRWELL. INSTD TO PROVIDE LIGHT | 58. ALLERGEN TRAINING AS REQUIRED - Comments: MISSING ALLERGEN TRAINING FOR CITY OF CHICAGO CERTIFIED MANAGERS. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION",41.77692357061871,-87.76153684657976,"{'type': 'Point', 'coordinates': [41.77692357061871, -87.76153684657976]}"
2456372,PEQUOD'S PIZZA,PEQUOD'S PIZZA,1963277.0,Restaurant,Risk 1 (High),2207 N CLYBOURN AVE ,CHICAGO,IL,60614.0,2020-11-06T00:00:00.000,Complaint,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OUTER OPENING NOT PROTECTED. FOUND SCREEN REAR DOOR WIDE OPENED.INSTRUCTED TO KEEP SAID DOOR CLOSED AT ALL TIMES  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  BROKEN RUBBER GASKET INSIDE THE MIDDLE DOOR OF THREE DOOR REACH-IN COOLER ACCROSS FROM LOW TEMP DISH MACHINE. REPAIR/REPLACE | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: DEBRIS ON FLOOR INSIDE BOTH WALK-IN COOLERS,CLEAN AND MAINTAIN.STOCK STORED ON FLOOR INSIDE UNATTACHED OUTSIDE STORAGE,ELEVATE ITEMS 6' OFF THE FLOOR. DEBRIS  ON FLOOR IN PREP AREA,DISHROOM AREA AND STORAGE.CLEAN AND MAINTAIN",41.92185083829164,-87.66451630736967,"{'type': 'Point', 'coordinates': [41.92185083829164, -87.66451630736967]}"
2456381,Mom's Old Recipe Mexican Restaurant,Mom's Old Recipe Mexican Restaurant,81066.0,Restaurant,Risk 1 (High),5760 N MILWAUKEE AVE ,CHICAGO,IL,60646.0,2020-11-06T00:00:00.000,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNAGE AT HAND SINKS IN FOOD PREP AREAS.MUST PROVIDE. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED BLACK SLIMY SUBSTANCES ON INTERIOR WATER COMPONENTS OF THE ICE MACHINE,DRIPPING INTO ICE 'ICE IS USED FOR HUMAN CONSUMPTION'. MANAGEMENT WAS INSTRUCTED TO TURN OFF MACHINE, REMOVE ICE AND HAVE INTERIOR OF ICE MACHINE CLEANED AND SANITIZED AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-005,CITATION ISSUED. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED MULTI-USE KITCHEN UTENSILS ON TOP OF PREP TABLE NOT PROPERLY STORED.MUST BE INVERTED WITH HANDLES-UP TO PREVENT CONTAMINATION BEFORE USE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN THE INTERIOR OF THE DISHWASHING MACHINE AND INTERIORS OF COOLERS AT REAR STORAGE AREA. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACKFLOW PREVENTION DEVICE NOT LOCATED AT ICE MACHINE. MUST INSTALL SO BACKFLOW PREVENTION DEVICE MAY BE LOCATED TO BE SERVICED AND MAINTAINED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: A toilet room used by females shall be provided with a covered receptacle for sanitary napkins.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO SEAL OPENING ON CEILING NEAR THE KITCHEN EXHAUST HOOD SURFACE MUST BE SMOOTH,EASILY CLEANABLE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS #36,#37,#41,#49,#51,#55,#56,#57,#58 NOT CORRECTED FROM REPORT#2268481 ON 02/25/2019 :  #36-FIVE REACH IN COOLER HAS NO VISIBLE THERMOMETER. INSTRUCTED TO PROVIDE AND MAINTAIN.	May 25, 2019  #37-ALL DRY BULK FOOD CONTAINERS MUST BE LABELED WITH COMMON NAME AND MAINTAIN.	May 25, 2019  #41-OBSERVED WIPING CLOTH STORED ALL OVER THE PREP TABLE, ON TOP OF COOLERS, CHOPPING BOARD,ON 3 COMPT SINK. INSTRUCTED TO STORE ON A BUCKET WITH SANITIZING SOLUTION IN BETWEEN USES.	May 25, 2019  #49-FAN GUARD OF THE 2 DOOR REACH IN COOLER IN THE STORAGE AREA WITH DUST BUILD-UP MUST CLEAN AND MAINTAIN.  EXTERIOR TOP OF THE STOVE WITH HEAVY GREASE BUILD-UP. INSTRUCTED TO CLEAN AND MAINTAIN.	May 25, 2019  #51-BACKFLOW PREVENTION DEVICE NOT LOCATED ON THE MOP SINK FAUCET. INSTRUCTED TO INSTALL TO BE ABLE TO LOCATE,SERVICED AND MAINTAINED.	May 25, 2019  #55-BROKEN AND MISSING CEILING TILES ABOVE THE REACH IN COOLERS IN THE STORAGE AREA. MUST REPLACE AND MAINTAIN.	May 25, 2019  #56-FOUND PERSONAL BELONGING HAND BAG, COAT, CLOTHING, STORED EVERYWHERE BY THE SHELVES IN THE STORAGE AREAS,UNDER THE BAR FRONT COUNTER CABINET. INSTRUCTED TO STORE IN DESIGNATED AREAS AND MAINTAIN.	May 25, 2019  #57-NO FOOD HANDLER TRAINING CERTIFICATE FOR SEVEN FOOD HANDLER EMPLOYEES. INSTRUCTED TO PROVIDE.	May 25, 2019   #58-NO FOOD ALLERGEN TRAINING CERTIFICATE. FOOD SANITATION CERTIFIED MANAGER MUST OBTAIN AN ALLERGEN TRAINING CERTIFICATE.	May 25, 2019  INSTRUCTED TO CORRECT NOTED VIOLATIONS AND MAINTAIN BY 11/13/2020. PRIORITY FOUNDATION VIOLATION 7-42-090,CITATION ISSUED.",41.98614682246569,-87.77748161332332,"{'type': 'Point', 'coordinates': [41.98614682246569, -87.77748161332332]}"
2456382,SAM'S CHICKEN AND RIBS,SAM'S CHICKEN AND RIBS,2446948.0,Restaurant,Risk 1 (High),1102 W GRANVILLE AVE ,CHICAGO,IL,60660.0,2020-11-06T00:00:00.000,Complaint,Pass w/ Conditions,"22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED THE FOLLOWING TCS FOODS AT IMPROPER COLD HOLDING TEMPERATURE IN 2-DOOR SLIDING COOLER. COOKED RICE FOUND AT 46.2F, COOKED BEEF FOUND AT 46.4F, COOKED CHICKEN FOUND AT 46.5F AND COOKED CHICKEN WITH ORANGE SAUCE FOUND AT 48.5F. INSTRUCTED MANAGER COLD HOLDING TEMPERATURE MUST BE AT 41.0F OR LOWER. INSTRUCTED TO DISCARD AND DENATURE FOOD IMMEDIATELY. FOUR TRAYS OF FOOD WEIGHING APPROXIMATELY 75 LBS AT A COST OF $200.00. PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK CONTAINER NOT LABELED (FLOUR). INSTRUCTED TO PROVIDE A LABEL WITH THE COMMON NAME TO PROPERLY IDENTIFY. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 3 DEAD ROACHES ON GLUEBOARD BEHIND CHEST FREEZER NEXT TO MOP SINK. ALSO OBSERVED 4 DEAD ROACHES UNDER STORAGE SHELVING IN REAR WHERE TRASH BAGS WERE LOCATED. INSTRUCTED TO REMOVE AND CLEAN AREA. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILD UP ON ELECTRICAL OUTLETS BEHIND COOKING FRYERS NEAR REGISTER AREA. MUST CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED SLOW DRAIN AT HAND WASHING SINK NEAR REGISTER AREA IN FRONT. MUST REPAIR AND MAINTAIN.",41.994684132998835,-87.65847729070059,"{'type': 'Point', 'coordinates': [41.994684132998835, -87.65847729070059]}"
2456341,CUERNAVACA RESTAURANT INC,LA VACA,1804.0,Restaurant,Risk 1 (High),1160 W 18TH ST ,CHICAGO,IL,60608.0,2020-11-06T00:00:00.000,Non-Inspection,No Entry,,41.85807383601942,-87.65579980518957,"{'type': 'Point', 'coordinates': [41.85807383601942, -87.65579980518957]}"
2456364,MACHU PICCHU,MACHU PICCHU,2368444.0,Restaurant,Risk 1 (High),3856 N ASHLAND AVE ,CHICAGO,IL,60613.0,2020-11-06T00:00:00.000,Non-Inspection,No Entry,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MENU DOES NOT DISCLOSE AND INFORM CONSUMERS THE SPECIFIC MENU ITEMS THAT ARE RAW OR UNDER COOKED AND A POTENTIAL HAZARD OF CONSUMING SUCH FOOD. GIVEN SAMPLES OF PROPERLY DISCLOSING AND INFORMING. PRIORITY FOUNDATION VIOLATION NO CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED WATER CONDENSATION FROM THE TOP AREA INSIDE THE REAR PREP TWO DOOR TALL REACH-IN COOLER AND DRIPPING DOWN ONTO COOLER SHELVING. MUST REPAIR TO ELIMINATE DRIPPING.",41.952315895836875,-87.6691456431224,"{'type': 'Point', 'coordinates': [41.952315895836875, -87.6691456431224]}"
2456383,EL TACO AZTECA,EL TACO AZTECA,2670284.0,Restaurant,Risk 1 (High),2151 W CERMAK RD ,CHICAGO,IL,60608.0,2020-11-06T00:00:00.000,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF THE PREP COOLER TO REMOVE SPILLS AND DEBRIS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKS AT THE FAUCET FIXTURE. MUST REPAIR AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASH ROOM DOOR NOT SELF CLOSING. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN A SELF CLOSING DEVICE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments:  MUST DETAIL CLEAN THE HOOD AND FILTERS ABOVE THE COOKING EQUIPMENT TO REMOVE GREASE AND DEBRIS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED THE VENTILATION NOT WORKING IN THE WASH ROOM. MUST REPAIR AND MAINTAIN.",41.85199480423206,-87.68031324904591,"{'type': 'Point', 'coordinates': [41.85199480423206, -87.68031324904591]}"
